file,path,group,label,hit,peak_db,rms_db,cent,bw,zcr,dur,rms100_db,rms500_db,peak_db_z,rms_db_z,cent_z,bw_z,zcr_z,dur_z,rms100_db_z,rms500_db_z,anom,cluster,rr,type
V8_HIT06.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V8_HIT06.wav,Head,V8,6,-6.028185,-15.314842,430.04323256094466,1348.9184385835242,0.003869888630319149,0.9933333333333333,-13.265593,-12.744284,0.67449075,-0.6744908,-0.03076791841146757,-0.6744907594765952,4.244750421113535,0.6744907594765882,0.0,-0.71110165,1.5946892151612613,0,1,Head
V8_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V8_HIT05.wav,Head,V8,5,-6.142969,-15.233073,491.4062593022968,1516.426394735926,0.0034547211021505376,0.9826666666666667,-13.273041,-12.64974,-23.836895,0.0,10.274881333394971,0.473885650641305,-0.4122576792756756,0.0,-0.005290044,-0.30416673,9.180535296283448,1,2,Head
V8_HIT01.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V8_HIT01.wav,Head,V8,1,-6.077094,-14.761986,426.39567659396295,1314.6856910077645,0.003439670138888889,0.9506666666666667,-12.315933,-12.255782,-9.76973,3.885876,-0.6433588289037503,-0.9091785956397705,-0.5810870145980958,-2.0234722784297787,0.67449075,1.3915116,3.850511478157412,2,3,Head
V8_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V8_HIT03.wav,Head,V8,3,-6.0329347,-15.313859,485.40831294056346,1447.3030514753948,0.0035516036184210526,1.004,-15.50706,-12.735778,-0.33979103,-0.6663803,9.267552739652102,0.0,0.6744907594765952,1.3489815189531833,-1.591991,-0.6744908,3.3858366109351956,3,4,Head
V8_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V8_HIT02.wav,Head,V8,2,-6.028858,-14.962197,426.2103074394755,1346.7696724418124,0.003491473454301075,0.9826666666666667,-15.176266,-12.521024,0.53071344,2.234384,-0.6744907594765952,-0.689221954368358,0.0,0.0,-1.357046,0.24985595,1.0067332959186863,4,5,Head
V9_HIT04.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V9_HIT04.wav,Head,V9,4,-6.1208572,-13.699198,661.5313232192336,1626.95437758796,0.004758144946808511,0.9933333333333333,-13.064867,-11.787321,-2.107967,0.8571744,-0.9004711290926173,-0.9442781886595298,-0.6744907594765952,0.6744907594765953,-0.6744908,0.6744908,1.0428646316158574,0,1,Head
V9_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V9_HIT05.wav,Head,V9,5,-6.0495663,-13.818094,704.3459387019216,1664.233160274524,0.005423597110215054,0.9826666666666667,-12.503695,-12.04102,0.41099912,0.29259905,0.0,0.0,0.306920651182656,0.0,0.0,-0.6149073,0.3014228288276547,1,2,Head
V9_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V9_HIT03.wav,Head,V9,3,-6.042109,-13.899427,736.4158869552501,1692.8179301364125,0.005215487637362637,0.9613333333333334,-11.711989,-11.9200325,0.67449075,-0.09360833,0.6744907594765952,0.7240572991714704,0.0,-1.3489815189531975,0.9515752,0.0,0.7218157318107921,2,3,Head
V9_HIT01.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V9_HIT01.wav,Head,V9,1,-6.012793,-14.021758,696.547873448347,1637.605208100475,0.0064054099462365595,0.9826666666666667,-13.862614,-11.981407,1.7103285,-0.67449075,-0.1640078404175677,-0.6744907594765952,1.7549019988885757,0.0,-1.6333275,-0.31192982,1.1015181250334156,3,4,Head
V9_HIT06.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Head/V9_HIT06.wav,Head,V9,6,-6.0668874,-13.654366,765.758897720402,1766.684362972722,0.0057176159274193545,0.9826666666666667,-11.967625,-11.483427,-0.20101789,1.0700585,1.2916289431736343,2.595107166541485,0.740540733918118,0.0,0.6443192,2.218998,1.390854941820241,4,5,Head
EdgeV2_HIT03.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Edge/EdgeV2_HIT03.wav,Edge,EdgeV2,3,-6.165378,-28.114937,1248.5088174839768,2126.7679002816676,0.01705309139784946,0.9826666666666667,-19.66976,-25.217693,0.69396037,0.68330634,-0.6744907594765952,-0.35261323922449794,-0.5007017238431545,0.0,0.7138358,0.6744908,0.5855514542740035,0,1,Edge
EdgeV1_HIT04.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Edge/EdgeV1_HIT04.wav,Edge,EdgeV1,4,-6.6977882,-31.434061,1691.8747267540339,2600.125770987944,0.03566011469414894,0.9933333333333333,-22.077545,-28.456268,-0.054100763,-0.4697832,2.0231698609694395,1.1515502858869227,8.071621606871284,0.6744907594765953,-0.5209823,-0.5706807,2.996790359401931,1,2,Edge
EdgeV1_HIT05.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Edge/EdgeV1_HIT05.wav,Edge,EdgeV1,5,-7.965548,-30.717611,1277.7804832945308,2211.2454011987274,0.01667586616847826,0.972,-21.82433,-27.851494,-1.8353626,-0.22088298,-0.49638725963378294,-0.08417368548386735,-0.6744907594765952,-0.6744907594766023,-0.39112213,-0.3381562,0.7784626119639864,2,3,Edge
EdgeV3_HIT02.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Edge/EdgeV3_HIT02.wav,Edge,EdgeV3,2,-6.3817,-27.797638,1452.037500303235,2133.4190848983644,0.023681640625,0.9933333333333333,-19.400898,-24.852215,0.39001793,0.79353845,0.5638798533580814,-0.33147813211348637,2.553095021818596,0.6744907594765953,0.8517199,0.8150104,1.093878206836583,3,4,Edge
EdgeV3_HIT04.wav,/mnt/data/DOL_BKL_SamplePrep_Candidates/Edge/EdgeV3_HIT04.wav,Edge,EdgeV3,4,-6.4457264,-26.836702,1336.704609405942,2025.473556235223,0.019058890964673912,0.972,-18.676584,-23.997623,0.3000579,1.1273749,-0.13786331523162565,-0.6744907594765952,0.42337743431245084,-0.6744907594766023,1.2231798,1.1435848,0.8118724045045749,4,5,Edge
